,movie_title,genres,country,language,imdb_score,actor_1_name
3185,On the Line ,"Comedy, Family, Romance",USA,English,4.1,Jerry Stiller
3186,Rescue Dawn ,"Adventure, Biography, Drama, War",USA,English,7.3,Christian Bale
3187,Danny Collins ,"Comedy, Drama, Music",USA,English,7.1,Al Pacino
3188,"Jeff, Who Lives at Home ","Comedy, Drama",USA,English,6.5,Judy Greer
3189,I Am Love ,"Drama, Romance",Italy,Italian,7.0,Flavio Parenti
3190,Atlas Shrugged II: The Strike ,"Drama, Mystery, Sci-Fi",USA,English,5.5,Robert Picardo
3191,Romeo Is Bleeding ,"Action, Crime, Drama, Thriller",UK,English,6.6,Gary Oldman
3192,The Limey ,"Crime, Drama, Mystery, Thriller",USA,English,7.1,Peter Fonda
3193,Crash ,"Crime, Drama, Thriller",Germany,English,7.9,Don Cheadle
3194,The House of Mirth ,"Drama, Romance",UK,English,7.1,Eric Stoltz
3195,Malone ,"Action, Drama, Thriller",USA,English,5.6,Cliff Robertson
3196,Peaceful Warrior ,"Drama, Romance, Sport",Germany,English,7.3,Scott Mechlowicz
3197,Bucky Larson: Born to Be a Star ,Comedy,USA,English,3.3,Don Johnson
3198,Bamboozled ,"Comedy, Drama, Music",USA,English,6.5,Gillian White
3199,The Forest ,"Horror, Mystery, Thriller",USA,English,4.8,Eoin Macken
3200,Sphinx ,"Adventure, Mystery, Thriller",USA,English,5.2,Frank Langella
3201,While We're Young ,"Comedy, Drama",USA,English,6.3,Naomi Watts
3202,A Better Life ,"Drama, Romance",USA,English,7.2,Demián Bichir
3203,Spider ,"Drama, Mystery, Thriller",Canada,English,6.8,Miranda Richardson
3204,Gun Shy ,"Comedy, Crime, Romance",USA,English,5.7,Liam Neeson
3205,Nicholas Nickleby ,"Drama, Romance",UK,English,7.2,Charlie Hunnam
3206,The Iceman ,"Biography, Crime, Drama",USA,English,6.9,Chris Evans
3207,Dekalog             ,Drama,Poland,Polish,9.1,Krystyna Janda
3208,Krrish ,"Action, Adventure, Romance, Sci-Fi",India,Hindi,6.3,Naseeruddin Shah
3209,Cecil B. DeMented ,"Comedy, Crime, Thriller",France,English,6.2,Alicia Witt
3210,Killer Joe ,"Crime, Drama, Romance, Thriller",USA,English,6.7,Matthew McConaughey
3211,The Joneses ,"Comedy, Drama",USA,English,6.5,Demi Moore
3212,Owning Mahowny ,"Crime, Drama, Thriller",Canada,English,7.2,Philip Seymour Hoffman
3213,The Brothers Solomon ,Comedy,USA,English,5.3,Jenna Fischer
3214,My Blueberry Nights ,"Drama, Romance",Hong Kong,English,6.7,Natalie Portman
3215,Illuminata ,Drama,Spain,English,6.2,Beverly D'Angelo
3216,Swept Away ,"Comedy, Romance",UK,English,3.6,Bruce Greenwood
3217,"War, Inc. ","Action, Comedy, Thriller",USA,English,5.7,Bashar Rahal
3218,Shaolin Soccer ,"Action, Comedy, Sport",Hong Kong,Cantonese,7.3,Wei Zhao
3219,The Brown Bunny ,Drama,USA,English,5.0,Vincent Gallo
3220,The Swindle ,"Comedy, Crime, Thriller",France,French,6.6,Isabelle Huppert
3221,Rosewater ,"Biography, Drama",USA,English,6.6,Numan Acar
3222,The Chambermaid on the Titanic ,"Drama, Romance",France,French,6.8,Olivier Martinez
3223,Coriolanus ,"Drama, Thriller, War",UK,English,6.2,Gerard Butler
3224,Imaginary Heroes ,"Comedy, Drama",USA,English,7.3,Kip Pardue
3225,High Heels and Low Lifes ,"Action, Comedy, Drama",UK,English,6.2,Minnie Driver
3226,World's Greatest Dad ,"Comedy, Drama",USA,English,6.9,Robin Williams
3227,Severance ,"Comedy, Horror, Thriller",UK,English,6.6,Danny Dyer
3228,Edmond ,"Drama, Thriller",USA,English,6.3,Joe Mantegna
3229,Welcome to the Rileys ,Drama,UK,English,7.0,Kristen Stewart
3230,Police Academy: Mission to Moscow ,"Comedy, Crime",USA,English,3.3,Christopher Lee
3231,Blood Done Sign My Name ,Drama,USA,English,6.7,Ricky Schroder
3232,"Cinco de Mayo, La Batalla ","Drama, History, War",Mexico,Spanish,6.2,Jorge Luis Moreno
3233,Elsa & Fred ,"Comedy, Drama, Romance",USA,English,6.5,Chris Noth
3234,An Alan Smithee Film: Burn Hollywood Burn ,Comedy,USA,English,3.5,Eric Idle
3235,The Open Road ,"Comedy, Drama",USA,English,5.5,Jeff Bridges
3236,The Good Guy ,"Comedy, Romance",USA,English,5.9,Adrian Martinez
3237,Motherhood ,"Comedy, Drama",USA,English,4.7,Stephanie Szostak
3238,Free Style ,Drama,Canada,English,4.2,Madison Pettis
3239,Strangerland ,"Drama, Mystery, Thriller",Australia,English,5.2,Nicholas Hamilton
3240,The Janky Promoters ,"Comedy, Crime, Music",USA,English,5.2,Mike Epps
3241,Blonde Ambition ,"Comedy, Romance",USA,English,3.9,Drew Fuller
3242,The Oxford Murders ,"Crime, Mystery, Thriller",Spain,English,6.1,Jim Carter
3243,The Reef ,"Horror, Thriller",Australia,English,5.8,Damian Walshe-Howling
3244,Eulogy ,"Comedy, Drama",USA,English,6.7,Zooey Deschanel
3245,White Noise 2: The Light ,"Drama, Fantasy, Horror, Thriller",USA,English,5.7,Teryl Rothery
3246,You Got Served: Beat the World ,"Drama, Music",Canada,English,4.5,Shane Pollard
3247,Fifty Dead Men Walking ,"Drama, Thriller",UK,English,6.9,Jim Sturgess
3248,Jungle Shuffle ,"Adventure, Animation",South Korea,English,4.8,Drake Bell
3249,Adam Resurrected ,"Drama, War",Germany,English,6.3,Veronica Ferres
3250,Of Horses and Men ,"Comedy, Drama, Romance",Iceland,Icelandic,6.9,Ingvar Eggert Sigurðsson
3251,It's a Wonderful Afterlife ,"Comedy, Drama, Horror, Romance",UK,English,5.4,Sendhil Ramamurthy
3252,The Devil's Tomb ,"Action, Horror, Sci-Fi",USA,English,3.8,Ray Winstone
3253,Partition ,"Drama, Romance",Canada,English,7.0,Jimi Mistry
3254,Good Intentions ,Comedy,USA,English,5.2,Elaine Hendrix
3255,"The Good, the Bad, the Weird ","Action, Adventure, Comedy, Western",South Korea,Korean,7.3,Kang-ho Song
3256,Nurse 3D ,"Horror, Thriller",USA,English,4.6,Boris Kodjoe
3257,Gunless ,"Action, Comedy, Drama, Western",Canada,English,6.5,Tyler Mane
3258,Adventureland ,"Comedy, Drama, Romance",USA,English,6.8,Kristen Stewart
3259,The Lost City ,"Drama, Romance",USA,English,6.7,Danny Pino
3260,Next Friday ,Comedy,USA,English,6.1,John Witherspoon
3261,American Heist ,"Action, Crime, Drama, Thriller",Canada,English,5.2,Hayden Christensen
3262,You Only Live Twice ,"Action, Adventure, Thriller",UK,English,6.9,Donald Pleasence
3263,Plastic ,"Action, Comedy, Crime, Drama",UK,English,6.0,Mem Ferda
3264,Amour ,"Drama, Romance",France,French,7.9,Isabelle Huppert
3265,Poltergeist III ,"Horror, Thriller",USA,English,4.5,Tom Skerritt
3266,Re-Kill ,"Action, Horror",USA,English,5.1,Daniella Alonso
3267,"It's a Mad, Mad, Mad, Mad World ","Action, Adventure, Comedy, Crime",USA,English,7.6,Jonathan Winters
3268,Volver ,"Comedy, Crime, Drama, Mystery",Spain,Spanish,7.6,Carmen Maura
3269,Heavy Metal ,"Adventure, Animation, Fantasy, Horror, Sci-Fi",Canada,English,6.7,John Vernon
3270,Gentlemen Broncos ,"Adventure, Comedy, Sci-Fi",USA,English,6.1,Jizelle Jade
3271,Richard III ,"Drama, War",UK,English,7.5,Robert Downey Jr.
3272,Into the Grizzly Maze ,"Action, Horror, Thriller",USA,English,5.3,Scott Glenn
3273,Kites ,"Action, Drama, Romance, Thriller",India,English,6.0,Bárbara Mori
3274,Melancholia ,"Drama, Sci-Fi",Denmark,English,7.1,Alexander Skarsgård
3275,Red Dog ,"Biography, Comedy, Drama, Family, Romance",Australia,English,7.5,Noah Taylor
3276,Jab Tak Hai Jaan ,"Drama, Romance",India,Hindi,6.9,Shah Rukh Khan
3277,Alien ,"Horror, Sci-Fi",UK,English,8.5,Tom Skerritt
3278,The Texas Chain Saw Massacre ,"Horror, Thriller",USA,English,7.5,Gunnar Hansen
3279,The Runaways ,"Biography, Drama, Music",USA,English,6.6,Kristen Stewart
3280,Fiddler on the Roof ,"Drama, Family, Musical, Romance",USA,English,8.0,Topol
3281,Thunderball ,"Action, Adventure, Thriller",UK,English,7.0,Desmond Llewelyn
3282,Detention ,"Comedy, Horror, Sci-Fi",USA,English,5.8,Josh Hutcherson
3283,Loose Cannons ,"Comedy, Drama, Romance",Italy,Italian,7.3,Riccardo Scamarcio
3284,Set It Off ,"Action, Crime, Drama, Romance, Thriller",USA,English,6.8,Vivica A. Fox
3285,The Best Man ,"Comedy, Drama",USA,English,6.7,Harold Perrineau
3286,Child's Play ,"Fantasy, Horror",USA,English,6.5,Catherine Hicks
3287,Sicko ,"Documentary, Drama",USA,English,8.0,Michael Moore
3288,The Purge: Anarchy ,"Action, Horror, Sci-Fi, Thriller",USA,English,6.5,Noel Gugliemi
3289,Down to You ,"Comedy, Drama, Romance",USA,English,4.9,Rosario Dawson
3290,Harold & Kumar Go to White Castle ,"Adventure, Comedy",USA,English,7.1,Ethan Embry
3291,The Contender ,"Drama, Thriller",USA,English,7.0,Jeff Bridges
3292,Boiler Room ,"Crime, Drama, Thriller",USA,English,7.0,Vin Diesel
3293,Trading Places ,Comedy,USA,English,7.5,Don Ameche
3294,Black Christmas ,Horror,USA,English,4.5,Oliver Hudson
3295,Breakin' All the Rules ,"Comedy, Romance",USA,English,5.5,Jennifer Esposito
3296,Henry V ,"Action, Biography, Drama, History, Romance, War",UK,English,7.7,Brian Blessed
3297,The Savages ,"Comedy, Drama",USA,English,7.2,Philip Seymour Hoffman
3298,Chasing Papi ,"Comedy, Romance",USA,English,4.8,Carlos Ponce
3299,The Way of the Gun ,"Action, Crime, Drama, Thriller",USA,English,6.7,Kristin Lehman
3300,Igby Goes Down ,"Comedy, Drama",USA,English,7.0,Kieran Culkin
3301,PCU ,Comedy,USA,English,6.5,Jon Favreau
3302,The Ultimate Gift ,"Drama, Family, Romance",USA,English,7.4,Bill Cobbs
3303,The Bold and the Beautiful             ,"Drama, Romance",USA,English,3.5,Ronn Moss
3304,The Ice Pirates ,"Action, Adventure, Comedy, Romance, Sci-Fi",USA,English,5.7,Anjelica Huston
3305,Gracie ,"Biography, Drama, Sport",USA,English,6.2,Emma Bell
3306,Trust the Man ,"Comedy, Drama, Romance",USA,English,5.7,Billy Crudup
3307,Hamlet 2 ,"Comedy, Music",USA,English,6.4,Steve Coogan
3308,Velvet Goldmine ,"Drama, Music",UK,English,7.0,Christian Bale
3309,The Wailing ,"Fantasy, Horror, Mystery, Thriller",South Korea,Korean,7.7,Jung-min Hwang
3310,Glee: The 3D Concert Movie ,"Documentary, Music",USA,English,5.4,Lea Michele
3311,The Legend of Suriyothai ,"Action, Adventure, Drama, History, War",Thailand,Thai,6.6,Sarunyu Wongkrachang
3312,Two Evil Eyes ,Horror,Italy,English,6.1,John Amos
3313,Barbecue ,Comedy,France,French,6.1,Lambert Wilson
3314,All or Nothing ,Drama,UK,English,7.6,Lesley Manville
3315,Princess Kaiulani ,Drama,USA,English,6.2,Q'orianka Kilcher
3316,Opal Dream ,"Drama, Family",Australia,English,6.6,Jacqueline McKenzie
3317,Heist ,"Action, Crime, Thriller",USA,English,6.1,Robert De Niro
3318,Flame and Citron ,"Drama, History, Thriller, War",Denmark,Danish,7.3,Lars Mikkelsen
3319,Undiscovered ,"Comedy, Music, Romance",Germany,English,4.2,Fisher Stevens
3320,Red Riding: In the Year of Our Lord 1974 ,"Crime, Drama, Mystery, Thriller",UK,English,7.1,Andrew Garfield
3321,The Girl on the Train ,Drama,France,French,6.0,Catherine Deneuve
3322,Veronika Decides to Die ,"Drama, Romance",USA,English,6.5,Sarah Michelle Gellar
3323,Crocodile Dundee ,"Adventure, Comedy",Australia,English,6.5,Paul Hogan
3324,"Ultramarines: A Warhammer 40,000 Movie ","Action, Animation, Fantasy, Horror, Mystery, Sci-Fi, Thriller",UK,English,5.7,Sean Pertwee
3325,The I Inside ,"Mystery, Sci-Fi, Thriller",UK,English,6.1,Stephen Graham
3326,Beneath Hill 60 ,"Drama, History, War",Australia,English,7.1,Harrison Gilbertson
3327,Polisse ,"Crime, Drama",France,French,7.3,Riccardo Scamarcio
3328,Awake ,"Crime, Mystery, Thriller",USA,English,6.5,Hayden Christensen
3329,Star Wars: The Clone Wars             ,"Action, Adventure, Animation, Drama, Fantasy, Sci-Fi",USA,English,7.9,Dee Bradley Baker
3330,Skin Trade ,"Action, Crime, Thriller",Thailand,English,5.7,Michael Jai White
3331,The Lost Boys ,"Comedy, Fantasy, Horror",USA,English,7.2,Dianne Wiest
3332,Crazy Heart ,"Drama, Music, Romance",USA,English,7.3,Jeff Bridges
3333,The Rose ,"Drama, Music, Romance",USA,English,6.9,David Keith
3334,Baggage Claim ,Comedy,USA,English,5.0,Djimon Hounsou
3335,Barbarella ,"Adventure, Comedy, Fantasy, Sci-Fi",France,English,5.9,Jane Fonda
3336,Shipwrecked ,"Adventure, Family",Norway,English,6.7,Bjørn Sundquist
3337,Election ,"Comedy, Drama",USA,English,7.3,Matthew Broderick
3338,The Namesake ,Drama,USA,English,7.6,Jacinda Barrett
3339,The DUFF ,Comedy,USA,English,6.5,Bella Thorne
3340,Glitter ,"Drama, Music, Romance",USA,English,2.1,Mariah Carey
3341,The Haunting in Connecticut 2: Ghosts of Georgia ,"Drama, Horror, Mystery, Thriller",USA,English,5.3,Abigail Spencer
3342,Silmido ,"Action, Drama",South Korea,Korean,7.2,Yu-mi Jeong
3343,Bright Star ,"Biography, Drama, Romance",UK,English,7.0,Abbie Cornish
3344,My Name Is Khan ,"Adventure, Drama, Thriller",India,Hindi,8.0,Shah Rukh Khan
3345,Footloose ,"Drama, Music, Romance",USA,English,6.5,Dianne Wiest
3346,All Is Lost ,"Action, Adventure, Drama",USA,English,6.9,Robert Redford
3347,Limbo ,"Adventure, Drama, Thriller",USA,English,7.1,Mary Elizabeth Mastrantonio
3348,Namastey London ,"Comedy, Drama, Romance",India,Hindi,7.3,Katrina Kaif
3349,The Wind That Shakes the Barley ,"Drama, War",Ireland,English,7.5,Padraic Delaney
3350,Yeh Jawaani Hai Deewani ,"Comedy, Drama, Musical, Romance",India,Hindi,6.9,Ranbir Kapoor
3351,The Karate Kid ,"Action, Drama, Family, Sport",USA,English,7.2,Martin Kove
3352,Quo Vadis ,"Biography, Drama, History, Romance",USA,English,7.2,Peter Ustinov
3353,Repo! The Genetic Opera ,"Horror, Musical, Sci-Fi",USA,English,6.7,Alexa PenaVega
3354,Valley of the Wolves: Iraq ,"Action, Adventure",Turkey,Arabic,6.0,Necati Sasmaz
3355,Pulp Fiction ,"Crime, Drama",USA,English,8.9,Bruce Willis
3356,The Muppet Movie ,"Adventure, Comedy, Family, Musical",UK,English,7.7,Madeline Kahn
3357,Nightcrawler ,"Crime, Drama, Thriller",USA,English,7.9,Jake Gyllenhaal
3358,Club Dread ,"Comedy, Horror, Thriller",USA,English,5.6,Brittany Daniel
3359,The Sound of Music ,"Biography, Drama, Family, Musical, Romance",USA,English,8.0,Eleanor Parker
3360,Splash ,"Comedy, Fantasy, Romance",USA,English,6.2,Tom Hanks
3361,Little Miss Sunshine ,"Comedy, Drama",USA,English,7.9,Steve Carell
3362,Stand by Me ,"Adventure, Drama",USA,English,8.1,Marshall Bell
3363,28 Days Later... ,"Drama, Horror, Sci-Fi, Thriller",UK,English,7.6,Noah Huntley
3364,You Got Served ,"Drama, Music",USA,English,3.5,Jennifer Freeman
3365,Escape from Alcatraz ,"Biography, Crime, Drama",USA,English,7.6,Clint Eastwood
3366,Brown Sugar ,"Comedy, Drama, Music, Romance",USA,English,6.5,Boris Kodjoe
3367,A Thin Line Between Love and Hate ,"Comedy, Crime, Drama, Romance, Thriller",USA,English,5.6,Faizon Love
3368,50/50 ,"Comedy, Drama, Romance",USA,English,7.7,Joseph Gordon-Levitt
3369,Shutter ,"Horror, Mystery, Thriller",USA,English,5.2,James Kyson
3370,Creepshow ,"Comedy, Fantasy, Horror",USA,English,6.9,Ted Danson
3371,That Awkward Moment ,"Comedy, Romance",USA,English,6.1,Mackenzie Davis
3372,Modern Problems ,"Comedy, Fantasy, Sci-Fi",USA,English,5.0,Brian Doyle-Murray
3373,Kicks ,Adventure,USA,English,7.8,Tina Gilton
3374,Much Ado About Nothing ,"Comedy, Drama, Romance",UK,English,7.4,Keanu Reeves
3375,On Her Majesty's Secret Service ,"Action, Adventure, Thriller",UK,English,6.8,Telly Savalas
3376,The Player             ,"Action, Crime, Drama, Thriller",USA,English,7.1,Nick Wechsler
3377,New Nightmare ,"Fantasy, Horror, Mystery, Thriller",USA,English,6.4,Miko Hughes
3378,Drive Me Crazy ,"Comedy, Drama, Romance",USA,English,5.7,Stephen Collins
3379,Akeelah and the Bee ,Drama,USA,English,7.5,Curtis Armstrong
3380,Half Baked ,"Comedy, Crime",USA,English,6.7,Dave Chappelle
3381,New in Town ,"Comedy, Romance",USA,English,5.6,J.K. Simmons
3382,Syriana ,"Drama, Thriller",USA,English,7.0,Matt Damon
3383,American Psycho ,"Crime, Drama",USA,English,7.6,Christian Bale
3384,The Good Girl ,"Drama, Romance",USA,English,6.5,Jake Gyllenhaal
3385,Bon Cop Bad Cop ,"Action, Comedy, Crime, Thriller",Canada,English,7.0,Colm Feore
3386,The Boondock Saints II: All Saints Day ,"Action, Crime, Thriller",USA,English,6.3,Norman Reedus
3387,The City of Your Final Destination ,"Drama, Romance",USA,English,6.4,Alexandra Maria Lara
3388,Enough Said ,"Comedy, Drama, Romance",USA,English,7.1,Christopher Nicholas Smith
3389,Easy A ,"Comedy, Romance",USA,English,7.1,Emma Stone
3390,The Inkwell ,"Comedy, Drama, Romance",USA,English,6.5,Jada Pinkett Smith
3391,Shadow of the Vampire ,"Drama, Horror",UK,English,6.9,Eddie Izzard
3392,Prom ,"Comedy, Drama",USA,English,5.4,Cameron Monaghan
3393,The Pallbearer ,"Comedy, Romance",USA,English,4.9,Mark Margolis
3394,Held Up ,Comedy,USA,English,5.1,Barry Corbin
3395,Woman on Top ,"Comedy, Fantasy, Romance",USA,English,5.3,Harold Perrineau
3396,Howards End ,"Drama, Romance",UK,English,7.5,Anthony Hopkins
3398,Anomalisa ,"Animation, Comedy, Drama, Romance",USA,English,7.3,Jennifer Jason Leigh
3399,Another Year ,"Comedy, Drama",UK,English,7.3,Jim Broadbent
3400,8 Women ,"Comedy, Crime, Musical, Romance",France,French,7.1,Catherine Deneuve
3401,Showdown in Little Tokyo ,"Action, Comedy, Crime, Thriller",USA,English,6.0,Cary-Hiroyuki Tagawa
3402,Clay Pigeons ,"Comedy, Crime",Germany,English,6.6,Janeane Garofalo
3403,It's Kind of a Funny Story ,"Comedy, Drama, Romance",USA,English,7.2,Zoë Kravitz
3404,Made in Dagenham ,"Biography, Comedy, Drama, History",UK,English,7.2,Bob Hoskins
3405,When Did You Last See Your Father? ,"Biography, Drama",UK,English,6.9,Colin Firth
3406,Prefontaine ,"Biography, Drama, Romance, Sport",USA,English,6.8,Kurtwood Smith
3407,The Wicked Lady ,"Adventure, Drama",UK,English,4.0,Faye Dunaway
3408,The Secret of Kells ,"Adventure, Animation, Family, Fantasy",France,English,7.7,Sean Lennon
3409,Begin Again ,"Drama, Music",USA,English,7.4,James Corden
3410,Down in the Valley ,"Drama, Romance, Thriller",USA,English,6.5,Hunter Parrish
3411,Brooklyn Rules ,"Crime, Drama",USA,English,6.4,Jerry Ferrara
3412,Restless ,"Drama, Romance",UK,English,7.2,Rufus Sewell
3413,The Singing Detective ,"Comedy, Crime, Musical, Mystery",USA,English,5.6,Robert Downey Jr.
3414,The Land Girls ,"Drama, Romance, War",UK,English,6.3,Anna Friel
3415,Fido ,"Comedy, Drama, Horror, Sci-Fi",Canada,English,6.8,Alexia Fast
3416,The Wendell Baker Story ,"Comedy, Drama, Romance",USA,English,5.5,Will Ferrell
3417,Wild Target ,"Action, Comedy, Crime",UK,English,6.9,Rupert Grint
3418,Pathology ,"Crime, Horror, Thriller",USA,English,6.0,John de Lancie
3419,Wuthering Heights             ,"Drama, Romance",UK,English,7.7,Tom Hardy
3420,10th & Wolf ,"Crime, Drama, Thriller",USA,English,6.4,Brian Dennehy
3421,Dear Wendy ,"Comedy, Crime, Drama, Romance",Italy,English,6.6,Michael Angarano
3422,Aloft ,Drama,Spain,English,5.3,Ian Tracey
3423,Akira ,"Action, Animation, Sci-Fi",Japan,Japanese,8.1,Mitsuo Iwata
3424,The Death and Life of Bobby Z ,"Action, Crime, Thriller",USA,English,5.9,Paul Walker
3425,The Rocket: The Legend of Rocket Richard ,"Biography, Drama, Sport",Canada,French,7.7,Stephen McHattie
3426,Swelter ,"Action, Crime, Drama, Thriller",USA,English,4.6,Rachel Ann Mullins
3427,My Lucky Star ,"Action, Adventure, Comedy, Romance",China,Chinese,5.1,Leehom Wang
3428,Imagine Me & You ,"Comedy, Drama, Romance",UK,English,6.9,Celia Imrie
3429,Mr. Church ,Drama,USA,English,8.0,Mckenna Grace
3430,Swimming Pool ,"Crime, Drama, Mystery, Thriller",France,English,6.8,Charlotte Rampling
3431,Green Street 3: Never Back Down ,"Action, Drama",UK,English,5.4,Spencer Wilding
3432,The Blood of Heroes ,"Action, Sci-Fi, Sport",Australia,English,6.5,Delroy Lindo
3433,Code of Honor ,Action,USA,English,4.2,Scott Takeda
3434,Driving Miss Daisy ,"Comedy, Drama, Family",USA,English,7.4,Morgan Freeman
3435,Soul Food ,"Comedy, Drama",USA,English,6.9,Vanessa Williams
3436,Rumble in the Bronx ,"Action, Comedy",Hong Kong,Cantonese,6.7,Françoise Yip
3437,Far from Men ,"Drama, War, Western",France,French,7.3,Viggo Mortensen
3438,Thank You for Smoking ,"Comedy, Drama",USA,English,7.6,J.K. Simmons
3439,Hostel: Part II ,Horror,USA,English,5.4,Jay Hernandez
3440,An Education ,Drama,UK,English,7.3,Dominic Cooper
3441,Shopgirl ,"Drama, Romance",USA,English,6.4,Frances Conroy
3442,The Hotel New Hampshire ,"Comedy, Drama, Romance",UK,English,6.0,Joely Richardson
3443,Narc ,"Crime, Drama, Mystery, Thriller",USA,English,7.2,Jason Patric
3444,Men with Brooms ,"Comedy, Drama, Romance, Sport",Canada,English,6.0,Molly Parker
3445,Witless Protection ,"Comedy, Crime",USA,English,3.1,Ivana Milicevic
